Value
0.1512063592672348
0.15086066722869873
0.15102890133857727
0.14918792247772217
0.15013931691646576
0.1494586020708084
0.15075774490833282
0.14942605793476105
0.14865341782569885
0.1509857326745987
0.15599475800991058
0.15380828082561493
0.15879327058792114
0.15711797773838043
