Value
35.925148010253906
35.274044036865234
36.080528259277344
35.86550521850586
35.870086669921875
35.883575439453125
36.05405044555664
35.588478088378906
36.35484313964844
35.86471939086914
29.722646713256836
16.68168067932129
9.713896751403809
5.869718551635742
