epoch,loss_step,step
0,38.82082748413086,4
0,9.829496383666992,9
0,5.985154628753662,14
0,3.68937611579895,19
0,3.465169906616211,24
0,2.9890501499176025,29
0,2.528189182281494,34
0,2.332655429840088,39
0,2.289947509765625,44
0,2.2489538192749023,49
